subject,predicate,object,comment_count,sum_W_i,sum_like_count,strength,mean_burst_risk,source_community,target_community
五代十国,值得,说道,1,0.6236605351944069,21.0,13.096871239082544,0.3763394648055931,35,35
大唐,同化,异族,1,0.6236605351944069,21.0,13.096871239082544,0.3763394648055931,36,36
吉利,带入,ai,1,0.6115342225358857,21.0,12.842218673253601,0.38846577746411426,10,10
老板,不想发,薪,1,0.6308875915371621,20.0,12.617751830743241,0.3691124084628379,37,37
评论者,害怕,人变得ai化,1,0.6561778290445324,19.0,12.467378751846114,0.34382217095546763,59,59
评论者,想去研究,怎么养虾,1,0.6184067182363256,20.0,12.368134364726513,0.38159328176367435,59,59
你,裁,员工,1,0.6853749376136961,18.0,12.33674887704653,0.31462506238630394,4,4
你的AI水平,是,不行,1,0.6853749376136961,18.0,12.33674887704653,0.31462506238630394,38,38
别人,裁,员工,1,0.6853749376136961,18.0,12.33674887704653,0.31462506238630394,4,4
裁员,提升,股价,1,0.6853749376136961,18.0,12.33674887704653,0.31462506238630394,39,39
高级工程师的屏幕,被录制,全天候,2,1.2825182259125882,18.0,11.542664033213294,0.3587408870437059,40,40
你,比高,杰灵,1,0.6247606183714088,18.0,11.245691130685358,0.37523938162859116,4,4
关爱杰灵协会,谴责,行为,1,0.6247606183714088,18.0,11.245691130685358,0.37523938162859116,9,9
该工具,取代,一个人工,1,0.6739782207875695,16.0,10.783651532601112,0.3260217792124305,21,21
该工具,提升,人工效率,1,0.6739782207875695,16.0,10.783651532601112,0.3260217792124305,21,21
评论者,预测剩下,360龙虾,1,0.6326400905984557,17.0,10.754881540173747,0.3673599094015443,59,59
AI,拿走,真人创作的作品,1,0.6569178885773962,16.0,10.510686217238339,0.3430821114226038,3,3
AI,断,真人赚钱后路,1,0.6569178885773962,16.0,10.510686217238339,0.3430821114226038,3,3
AI,榨取,活人价值,1,0.6569178885773962,16.0,10.510686217238339,0.3430821114226038,3,3
真人表演的温度,无可替代,真人表演的温度,1,0.6167492590889161,17.0,10.484737404511574,0.3832507409110839,41,41
评论者,喜欢,你这份从容不迫的底气,1,0.6167492590889161,17.0,10.484737404511574,0.3832507409110839,59,59
评论者,支持,你对行业的判断,1,0.6167492590889161,17.0,10.484737404511574,0.3832507409110839,59,59
X账号,发了,290+帖子,1,0.6412591129562941,16.0,10.260145807300706,0.3587408870437059,42,42
X账号,注册,上个月,1,0.6412591129562941,16.0,10.260145807300706,0.3587408870437059,42,42
技术人才,焦虑,工作的未来,1,0.6412591129562941,16.0,10.260145807300706,0.3587408870437059,43,43
教授,被骗,阴谋论AI内容,1,0.6412591129562941,16.0,10.260145807300706,0.3587408870437059,44,44
新闻和自媒体,无视,现实,1,0.6412591129562941,16.0,10.260145807300706,0.3587408870437059,45,45
评论者,不懂,全天候和录制,1,0.6412591129562941,16.0,10.260145807300706,0.3587408870437059,59,59
找工作,变得,难,2,1.2919214746265855,16.0,10.166519234506103,0.35403926268670727,46,46
趋势,能替代,一些岗位,1,0.6739782207875695,15.0,10.109673311813543,0.3260217792124305,47,47
ai,是,工具,1,0.6308317783800358,16.0,10.093308454080573,0.3691682216199642,10,10
ai,没有,思考和逻辑变通能力,1,0.6308317783800358,16.0,10.093308454080573,0.3691682216199642,10,10
ai,给,答案,1,0.6308317783800358,16.0,10.093308454080573,0.3691682216199642,10,10
人,有,创造,1,0.6308317783800358,16.0,10.093308454080573,0.3691682216199642,18,18
人,走向,未来,1,0.6308317783800358,16.0,10.093308454080573,0.3691682216199642,18,18
这,使,好多人找不到工作,1,0.6248541669999701,16.0,9.997666671999522,0.3751458330000299,39,39
评论者,坐等,OpenClaw上线,1,0.6184067182363256,16.0,9.89450749178121,0.38159328176367435,59,59
评论者,要当,第一个养虾的极客,1,0.6184067182363256,16.0,9.89450749178121,0.38159328176367435,59,59
公司,塞进,夏之光,1,0.6167492590889161,16.0,9.867988145422657,0.3832507409110839,4,4
评论者,点进,帖子,1,0.6561778290445323,15.0,9.842667435667984,0.34382217095546774,59,59
评论者,能看到,艾特ai,1,0.6561778290445323,15.0,9.842667435667984,0.34382217095546774,59,59
炒拉布布的,咋样,现在,1,0.6100792862216883,16.0,9.761268579547012,0.3899207137783117,32,32
评论者,发现,青年作家一直在抄,1,0.6420833415744945,15.0,9.631250123617418,0.35791665842550546,59,59
脸书,是,压力大的大厂,1,0.6412591129562942,15.0,9.618886694344413,0.35874088704370577,48,48
脸书,给,工资,1,0.6412591129562942,15.0,9.618886694344413,0.35874088704370577,48,48
AI,摧毁,众多行业,1,0.623660535194407,15.0,9.354908027916105,0.376339464805593,3,3
AI,代替,人类,6,3.8857434075791075,14.0,9.297627315277445,0.3523760987368154,3,3
养龙虾+AI,会玩,科技圈新潮流,1,0.6184067182363256,15.0,9.276100773544885,0.38159328176367435,49,49
失业问题,需要被正视,社会,1,1.0,9.0,9.0,0.0,50,50
实事求是,需要回归,社会,1,1.0,9.0,9.0,0.0,50,50
AI,抢,饭碗,4,2.905697045224012,14.0,8.915879899692378,0.27357573869399693,3,3
用户,付费帮,人家练模型,1,0.6468471565572335,13.0,8.409013035244035,0.35315284344276654,27,27
机器,捅,洞,1,0.6986737905117223,12.0,8.384085486140668,0.3013262094882777,51,51
机器,犯错,错,1,0.6986737905117223,12.0,8.384085486140668,0.3013262094882777,51,51
研发,搞,研发工具,1,0.6982925185497758,12.0,8.37951022259731,0.3017074814502242,52,52
研发工具,革,研发的命,1,0.6982925185497758,12.0,8.37951022259731,0.3017074814502242,52,52
你,干过,讯飞,1,0.6392329533543729,13.0,8.310028393606848,0.3607670466456271,4,4
你,问不到,真假,1,0.6392329533543729,13.0,8.310028393606848,0.3607670466456271,4,4
评论者,剩下,360虾,1,0.6326400905984558,13.0,8.224321177779926,0.36735990940154417,59,59
AI,代替,人工,3,1.905681598798128,12.0,7.688211208225605,0.36477280040062404,3,3
AI,重塑,企业指标,1,0.6308875915371621,12.0,7.570651098445945,0.3691124084628379,3,3
人力,遭,冲击,1,0.6308875915371621,12.0,7.570651098445945,0.3691124084628379,53,53
变革,至,现在,1,0.6308875915371621,12.0,7.570651098445945,0.3691124084628379,32,32
联想AI设备,搭,专属智能体,1,0.6184067182363256,12.0,7.420880618835907,0.38159328176367435,59,59
评论者,get,专属智能体,1,0.6184067182363256,12.0,7.420880618835907,0.38159328176367435,59,59
评论者,拿捏,个人专属智能体,1,0.6184067182363256,12.0,7.420880618835907,0.38159328176367435,59,59
评论者,适配,OpenClaw养龙虾,1,0.6184067182363256,12.0,7.420880618835907,0.38159328176367435,59,59
资本,热推,双触角,1,0.6100792862216883,12.0,7.320951434660259,0.3899207137783117,54,54
评论者,做,第一个吃龙虾的人,1,0.6468471565572335,11.0,7.115318722129568,0.35315284344276654,59,59
评论者,可以做,第一个吃螃蟹的人,1,0.6468471565572335,11.0,7.115318722129568,0.35315284344276654,59,59
制作差,导致,没观众,1,0.6363539717274238,11.0,6.999893689001662,0.3636460282725762,55,55
制作方,会更没,观众,1,0.6363539717274238,11.0,6.999893689001662,0.3636460282725762,56,56
制作方,没想过,好好做剧,1,0.6363539717274238,11.0,6.999893689001662,0.3636460282725762,56,56
制作方,用,ai编剧ai演员,1,0.6363539717274238,11.0,6.999893689001662,0.3636460282725762,56,56
人,发掘,价值,1,0.6248541669999701,11.0,6.873395836999671,0.3751458330000299,18,18
人类,被取代,AI,1,0.6248541669999701,11.0,6.873395836999671,0.3751458330000299,3,3
新的出行方式,到了,新的出行方式,1,0.6137893270802766,11.0,6.751682597883042,0.38621067291972344,57,57
每个公司,裁员,员工,1,0.6720231298135753,10.0,6.720231298135753,0.32797687018642474,4,4
每个公司,讲,宏大叙事,1,0.6720231298135753,10.0,6.720231298135753,0.32797687018642474,4,4
科技进步,带来,幸福,1,0.6720231298135753,10.0,6.720231298135753,0.32797687018642474,58,58
人类,是,龙虾,1,0.6071847125498709,11.0,6.67903183804858,0.39281528745012906,3,20
评论者,记得,元宇宙,1,0.6670634749281513,10.0,6.670634749281513,0.3329365250718487,59,59
评论者,维持,股价,1,0.6622777271806533,10.0,6.622777271806532,0.33772227281934675,59,39
评论者,讲,故事,1,0.6622777271806533,10.0,6.622777271806532,0.33772227281934675,59,59
公司,裁员,员工,6,4.253739326338813,10.0,6.617168455104903,0.29104344561019785,4,4
互联网,重视,软件质量,1,0.6617168455104903,10.0,6.617168455104903,0.33828315448950974,60,60
人,喜欢看,假人,1,0.6604561904711393,10.0,6.604561904711393,0.33954380952886065,18,18
影视行业,搞,AI,1,0.6604561904711393,10.0,6.604561904711393,0.33954380952886065,3,3
ai,用在,犯罪,1,0.6569178885773962,10.0,6.569178885773962,0.3430821114226038,10,10
ai人脸,应该控制,使用,1,0.6569178885773962,10.0,6.569178885773962,0.3430821114226038,61,61
配音,应该控制,使用,1,0.6569178885773962,10.0,6.569178885773962,0.3430821114226038,61,61
人,用,ai,1,1.3123556580890645,10.0,6.561778290445322,0.34382217095546774,18,10
AI,是,工具,7,5.308319633212861,9.0,6.509461532875072,0.24166862382673418,3,10
人形机器人,抢,普通岗的饭碗,1,0.6392329533543729,10.0,6.392329533543729,0.3607670466456271,62,62
普通人,提升,自己,1,0.6392329533543729,10.0,6.392329533543729,0.3607670466456271,18,18
AI,给,新演员从小配角锻炼的机会,1,0.6363539717274238,10.0,6.363539717274238,0.3636460282725762,3,3
新演员,成为,男女主,1,0.6363539717274238,10.0,6.363539717274238,0.3636460282725762,63,63
评论者,给,满分,3,2.2944789565734487,10.0,6.357063742665647,0.23517368114218387,59,59
评论者,修,需求,1,0.6071847125498765,10.0,6.071847125498765,0.3928152874501235,59,59
评论者,把,龙虾装飞书上,1,0.6071847125498765,10.0,6.071847125498765,0.3928152874501235,59,59
评论者,推,上线,1,0.6071847125498765,10.0,6.071847125498765,0.3928152874501235,59,59
他,开发,小程序,1,0.6617168455104901,9.0,5.955451609594411,0.33828315448950985,4,4
小程序,导致,派单时间越来越短,1,0.6617168455104901,9.0,5.955451609594411,0.33828315448950985,4,4
评论者,看,《逆行人生》,1,0.6617168455104901,9.0,5.955451609594411,0.33828315448950985,59,59
生活,让怀疑,人生,1,0.6392329533543729,9.0,5.753096580189356,0.3607670466456271,20,20
评论者,用,AI,6,3.834985852062231,9.0,5.711199726870338,0.3608356913229615,59,3
模型,响应,快,1,0.6326400905984557,9.0,5.693760815386101,0.3673599094015443,64,64
龙虾能力,有,关系,1,0.6326400905984557,9.0,5.693760815386101,0.3673599094015443,65,65
AI,模拟,判断力,1,0.6322103239794447,9.0,5.689892915815002,0.36778967602055535,3,3
AI,训练,判断力,1,0.6322103239794447,9.0,5.689892915815002,0.36778967602055535,3,3
评论者,问,AI,2,1.258708699423654,9.0,5.647244712810703,0.37064565028817303,59,3
AI,能干,事,1,0.6236605351944069,9.0,5.612944816749662,0.3763394648055931,3,22
使用AI自动产出,没有,技术门槛,1,0.6236605351944069,9.0,5.612944816749662,0.3763394648055931,66,66
信息差,小,程度,1,0.6236605351944069,9.0,5.612944816749662,0.3763394648055931,190,190
差距,拉,大,1,0.6236605351944069,9.0,5.612944816749662,0.3763394648055931,67,67
AI平板,适配,部署方式,1,0.6184067182363256,9.0,5.565660464126931,0.38159328176367435,68,68
OpenClaw,解锁,养虾新姿势,1,0.6184067182363256,9.0,5.565660464126931,0.38159328176367435,22,22
联想AIPC,好,酷,1,0.6184067182363256,9.0,5.565660464126931,0.38159328176367435,68,68
联想AIPC,适配,部署方式,1,0.6184067182363256,9.0,5.565660464126931,0.38159328176367435,68,68
胡延平老师,带队,AI养龙虾,1,0.6184067182363256,9.0,5.565660464126931,0.38159328176367435,132,132
评论者,打造,专属智能体,1,0.6184067182363256,9.0,5.565660464126931,0.38159328176367435,59,59
于老师,看得,长远又通透,1,0.6167492590889161,9.0,5.550743331800245,0.3832507409110839,69,69
实景,回归,终会,1,0.6167492590889161,9.0,5.550743331800245,0.3832507409110839,20,20
时代,辜负,有才华的人,1,0.6167492590889161,9.0,5.550743331800245,0.3832507409110839,70,70
真人的表演,有,不可替代的力量,1,0.6167492590889161,9.0,5.550743331800245,0.3832507409110839,71,71
这,是,太不好,1,0.6910143443996254,8.0,5.528114755197003,0.3089856556003746,39,39
这,是,太离谱,1,0.6910143443996254,8.0,5.528114755197003,0.3089856556003746,39,39
其他企业,挣不到,钱,1,0.6604561904711393,8.0,5.283649523769115,0.33954380952886065,72,72
社会,会有,贫富差距越来越大,1,0.6604561904711393,8.0,5.283649523769115,0.33954380952886065,50,50
钱,向集中,个别企业,1,0.6604561904711393,8.0,5.283649523769115,0.33954380952886065,72,72
钱,向集中,少数人手里,1,0.6604561904711393,8.0,5.283649523769115,0.33954380952886065,72,72
科技创新发展脚步,越来越迅猛,（程度）,1,0.6505441793454315,8.0,5.204353434763452,0.3494558206545685,73,73
别人,抄袭,内容,1,0.6420833415744945,8.0,5.136666732595956,0.35791665842550546,4,4
小说故事,抄袭,太多,1,0.6420833415744945,8.0,5.136666732595956,0.35791665842550546,74,74
我,保护,有限感,1,0.6322103239794447,8.0,5.057682591835557,0.36778967602055535,20,20
我,爱看,纸质书,1,0.6322103239794447,8.0,5.057682591835557,0.36778967602055535,20,20
评论者,打,对象,1,0.6247606183714088,8.0,4.998084946971271,0.37523938162859116,59,59
评论者,同意,你的观点,1,0.6167492590889161,8.0,4.933994072711329,0.3832507409110839,59,59
评论者,防范,风险,2,1.2201585724433766,8.0,4.880634289773506,0.3899207137783117,59,59
AI应用,跨越,技术,1,0.6100792862216883,8.0,4.880634289773506,0.3899207137783117,75,75
安全风险,容小视,重要性,1,0.6100792862216883,8.0,4.880634289773506,0.3899207137783117,76,76
新技术,是,双刃剑,1,0.6100792862216883,8.0,4.880634289773506,0.3899207137783117,59,59
有人,记得,元宇宙,1,0.6100792862216883,8.0,4.880634289773506,0.3899207137783117,59,59
这张图,使好笑,联系,1,0.6955925131142809,7.0,4.869147591799966,0.30440748688571906,59,59
家里,有,体系,1,0.6893248038441724,7.0,4.8252736269092065,0.3106751961558276,77,77
美国,发展,AI,1,0.6853749376136961,7.0,4.797624563295872,0.31462506238630394,3,3
欧美日韩,失业,到处,1,0.6827646044547099,7.0,4.779352231182969,0.3172353955452901,78,78
欧美日韩,流浪,到处,1,0.6827646044547099,7.0,4.779352231182969,0.3172353955452901,78,78
AI工具,删除并重建,整个环境,1,0.671724856144617,7.0,4.702073993012319,0.32827514385538303,79,79
soul、陌陌,创新掉,自己,1,0.6617168455104903,7.0,4.632017918573432,0.33828315448950974,18,18
它,给下,龙虾小额贷,1,0.6436355848247982,7.0,4.505449093773588,0.3563644151752018,136,136
它,给下,龙虾电脑管家,1,0.6436355848247982,7.0,4.505449093773588,0.3563644151752018,136,136
它,给下,龙虾输入法,1,0.6436355848247982,7.0,4.505449093773588,0.3563644151752018,136,136
评论者,怕,它给下龙虾壁纸,1,0.6436355848247982,7.0,4.505449093773588,0.3563644151752018,59,59
工资,涨,几万,1,0.6392329533543729,7.0,4.47463067348061,0.3607670466456271,48,48
涨幅,让眼红,大家,1,0.6392329533543729,7.0,4.47463067348061,0.3607670466456271,20,20
公司,裁,初级程序员,1,0.6316500196935109,7.0,4.421550137854576,0.36834998030648913,4,4
图二,吹牛,牛比,1,0.6316500196935109,7.0,4.421550137854576,0.36834998030648913,80,80
他,打,一顿,1,0.6247606183714088,7.0,4.373324328599862,0.37523938162859116,4,4
他,补回,亏的钱,1,0.6247606183714088,7.0,4.373324328599862,0.37523938162859116,4,4
数码集团创始人团队,因炒股失败,大打出手,1,0.6247606183714088,7.0,4.373324328599862,0.37523938162859116,81,81
李姓创始人脸部,被连续肘击,毫无还手之力,1,0.6247606183714088,7.0,4.373324328599862,0.37523938162859116,82,82
网友,表示,强烈谴责,1,0.6247606183714088,7.0,4.373324328599862,0.37523938162859116,83,83
詹姓投资人,迁怒于,李姓合伙人,1,0.6247606183714088,7.0,4.373324328599862,0.37523938162859116,84,84
AI,开始养,虾,1,0.6184067182363256,7.0,4.328847027654279,0.38159328176367435,3,3
AIPC+AI平板,适配,OpenClaw,1,0.6184067182363256,7.0,4.328847027654279,0.38159328176367435,22,22
联想东东锵会客厅,解锁,AI新玩法,1,0.6184067182363256,7.0,4.328847027654279,0.38159328176367435,85,85
这段,像,ai写的,1,0.6167492590889161,7.0,4.317244813622413,0.3832507409110839,86,86
千里浩瀚4.0,稳,千亿参数,1,0.6137893270802766,7.0,4.296525289561936,0.38621067291972344,87,87
智驾的发展,前进,一大步,1,0.6137893270802766,7.0,4.296525289561936,0.38621067291972344,88,88
你,是,official,1,0.6071847125498709,7.0,4.250292987849097,0.39281528745012906,4,4
过去十年,是,全球的技术红利期,1,0.6853749376136961,6.0,4.112249625682177,0.31462506238630394,89,89
人类,创造,价值,1,0.6729841682437588,6.0,4.037905009462553,0.32701583175624116,3,18
人类,换取,财富,1,0.6729841682437588,6.0,4.037905009462553,0.32701583175624116,3,3
大师兄,做,直播,1,0.6652708213507904,6.0,3.9916249281047422,0.3347291786492096,90,90
大师兄,做了,深入的交流,1,0.6652708213507904,6.0,3.9916249281047422,0.3347291786492096,90,90
评论者,有,完整的直播记录,1,0.6652708213507904,6.0,3.9916249281047422,0.3347291786492096,59,59
人,愿意扶持,毫无价值的人,1,0.6579347302021883,6.0,3.9476083812131297,0.3420652697978117,18,18
你,要有,筹码,1,0.6579347302021883,6.0,3.9476083812131297,0.3420652697978117,4,4
你,要经营,自己,1,0.6579347302021883,6.0,3.9476083812131297,0.3420652697978117,4,18
努力,是,有用的,1,0.6579347302021883,6.0,3.9476083812131297,0.3420652697978117,91,91
它,造就了,现在的你,1,0.6579347302021883,6.0,3.9476083812131297,0.3420652697978117,136,136
微小的差距,会越滚越大,像雪球,1,0.6579347302021883,6.0,3.9476083812131297,0.3420652697978117,92,92
每个选择,是,正确的,1,0.6579347302021883,6.0,3.9476083812131297,0.3420652697978117,93,93
进步,是,有用的,1,0.6579347302021883,6.0,3.9476083812131297,0.3420652697978117,91,91
这东西,需要,收费,1,0.6468471565572335,6.0,3.8810829393434005,0.35315284344276654,94,94
战场智慧,胜过,算法,1,0.645004401706545,6.0,3.8700264102392703,0.35499559829345495,95,95
策略与人性,是,战争胜利真谛,1,0.645004401706545,6.0,3.8700264102392703,0.35499559829345495,96,96
职业,规避,被AI取代,1,0.6426770995129161,6.0,3.8560625970774964,0.3573229004870839,97,97
评论者,想起,某作家自杀,1,0.6420833415744945,6.0,3.8525000494469674,0.35791665842550546,59,59
AI,做,这个,2,1.2639935717257818,6.0,3.8353977201262373,0.3680032141371091,3,13
机器人,代替,人,1,0.6355765003324773,6.0,3.8134590019948638,0.36442349966752274,18,18
AI,替代,真人,2,1.248399278782427,6.0,3.789900118161065,0.3758003606087865,3,3
真人演的戏,吸引,更多人,1,0.6316500196935109,6.0,3.789900118161065,0.36834998030648913,98,98
私厨,变得,更贵,1,0.6316500196935109,6.0,3.789900118161065,0.36834998030648913,99,99
AI,感知,时间线,1,0.6312370646669092,6.0,3.7874223880014553,0.3687629353330908,3,3
AI,替你下,结论,1,0.6312370646669092,6.0,3.7874223880014553,0.3687629353330908,3,3
AI,辅助,搜索,1,0.6312370646669092,6.0,3.7874223880014553,0.3687629353330908,3,3
评论者,找,官方文件,1,0.6312370646669092,6.0,3.7874223880014553,0.3687629353330908,59,59
ai,做出,一张画,1,0.6308317783800358,6.0,3.784990670280215,0.3691682216199642,10,10
ai,做出,设计,1,0.6308317783800358,6.0,3.784990670280215,0.3691682216199642,10,10
